Company,Job Title,Job Type,Experience level,Company_requirement,Facilities,Salary (USD),Job Format,country,Domain
Supernova Technology,Data Architect,Full Time,Senior-level,"Architecture,AWS,Azure,CI/CD,Computer Science,Docker",Not specified,135000.0,In location,United States,"DATA ARCHITECT ARCHITECTURE,AWS,AZURE,CI/CD,COMPUTER SCIENCE,DOCKER"
Ontic,Data Integration Engineer,Full Time,Senior-level,"APIs,Computer Science,Consulting,Elasticsearch,Python,Security","Competitive pay,Home office stipend",55000.0,In location,India,"DATA INTEGRATION ENGINEER APIS,COMPUTER SCIENCE,CONSULTING,ELASTICSEARCH,PYTHON,SECURITY"
PurposeMed,Data Scientist,Full Time,Mid-level,"A/B testing,AWS,Azure,Classification,Clustering,Computer Science","Career development,Health care,Parental leave",55000.0,Remote,Canada,Data Science
Sertis,Senior Data Scientist,Full Time,Senior-level,"Banking,Computer Science,Computer Vision,Consulting,Data management,Data quality","Career development,Flex hours,Startup environment,Team events",129000.0,In location,Thailand,Data Science
"6sense Insights, Inc.",Data Analyst II,Full Time,Senior-level,"Big Data,Data analysis,Data pipelines,Engineering,ETL,KPIs","Career development,Flex vacation,Gear,Health care,Home office stipend",92000.0,Remote,India,Big Data
NielsenIQ,Analista de Business Intelligence,Full Time,Senior-level,"Business Intelligence,Excel,Genetics,Power BI",Fitness / gym,55000.0,In location,Brazil,Business Intelligence
Binance,Research Data Analyst,Full Time,Entry-level,"APIs,Blockchain,Computer Science,Crypto,Engineering,ETL","Career development,Competitive pay,Flat hierarchy,Flex hours,Relocation support",42000.0,In location,Not exists,Data Analyst
DoorDash,Machine Learning Scientist - ETA & Routing,Full Time,Senior-level,"Airflow,Computer Science,Deep Learning,Excel,LightGBM,Machine Learning","401(k) matching,Career development,Equity,Insurance,Parental leave",129000.0,In location,United States,Machine Learning
Magic Leap,"Computer Vision Researcher / Engineer, Localization",Full Time,Senior-level,"3D Reconstruction,Architecture,Computer Vision,Machine Learning,Python,SIMD",Career development,62000.0,In location,Switzerland,Machine Learning
Jellyfish,Data engineer,Full Time,Not specified,"APIs,Architecture,CSV,DevOps,Engineering,ETL","Career development,Flex hours,Salary bonus",95000.0,In location,Mexico,Data Engineer
Excella,Data Scientist,Full Time,Senior-level,"Agile,Big Data,Clustering,Consulting,Data Mining,Data quality","Career development,Conferences,Flex hours,Flex vacation,Health care",129000.0,Remote,United States,Data Science
Experian,Data Analyst - flexible on location,Full Time,Senior-level,"Data management,Data quality,Power BI,Privacy,Tableau","Flex hours,Flex vacation",92000.0,In location,United Kingdom,Data Analyst
Makro PRO,Senior Manager - Business Intelligence,Full Time,Senior-level,"Business Intelligence,Computer Science,Data management,Data visualization,E-commerce,Engineering",Not specified,55000.0,In location,Thailand,Business Intelligence
Sia Partners,(Senior) Energy Data Scientist,Full Time,Senior-level,"Consulting,CX",Not specified,129000.0,In location,Netherlands,Data Science
Boohoo Group,Procurement Data Analyst,Full Time,Mid-level,"E-commerce,Excel,Power BI","Health care,Pet friendly,Team events",62000.0,In location,United Kingdom,Data Analyst
Neuralink,Imaging & Histology Specialist,Full Time,Mid-level,"Biology,Research,Travel","Equity,Flex hours,Flex vacation,Gear,Health care",65000.0,In location,United States,"IMAGING & HISTOLOGY SPECIALIST BIOLOGY,RESEARCH,TRAVEL,,,"
Verisk,Data Analyst,Full Time,Not specified,"Data management,Data quality,ETL,Excel,NoSQL,Privacy","Career development,Flex hours",75000.0,In location,Mexico,Data Analyst
TripAdvisor,Data Engineer - TheFork,Full Time,Not specified,"Agile,Airflow,Architecture,AWS,BigQuery,CI/CD","Career development,Competitive pay,Equity,Flex hours,Health care",95000.0,In location,France,Data Engineer
OZ,Sr. Consultant - Azure Data Engineer,Full Time,Mid-level,"Architecture,Azure,Big Data,Databricks,Data pipelines,Data quality","401(k) matching,Health care,Medical leave,Parental leave",56000.0,In location,United States,Big Data
Sia Partners,Senior Data Science Consultant,Full Time,Senior-level,"Big Data,Computer Science,Consulting,Econometrics,Linux,Machine Learning","Career development,Competitive pay,Salary bonus,Team events",122000.0,In location,Netherlands,Data Science
H&M Group,"Head of AI, Analytics and Data",Full Time,Executive-level,"Architecture,Business Intelligence,Classification,Computer Science,Consulting,Data governance",Career development,73000.0,In location,Sweden,Artificial Intelligence
Intuita Consulting Ltd,BI (Business Intelligence) Developer (UK Wide),Full Time,Mid-level,"AWS,Business Intelligence,Data analysis,GCP,RDBMS,Snowflake","Career development,Flex hours,Health care,Team events,Transparency",57600.0,In location,United Kingdom,Data Analyst
Cruise LLC,"Senior Staff TLM, Machine Learning Infrastructure",Full Time,Senior-level,"Agile,Architecture,Azure,Computer Vision,Deep Learning,Distributed Systems","Career development,Competitive pay,Equity,Fertility benefits,Flex hours",69000.0,In location,United States,Machine Learning
NielsenIQ,Customer Success & Insight Analyst,Full Time,Entry-level,"Business Intelligence,CX,Data analysis,Genetics","Flex hours,Health care,Insurance,Parental leave",44000.0,In location,United States,Data Analyst
Farfetch,Machine Learning Engineer - Fraud,Full Time,Senior-level,"APIs,Architecture,CI/CD,Databricks,Dataflow,Engineering","Career development,Flex hours,Health care,Insurance",131000.0,In location,Portugal,Machine Learning
NielsenIQ,"Analyst - Business Intelligence (US Remote In Eastern Time) FMCG, CPG and Retail Preferred",Full Time,Entry-level,"Business Intelligence,Data analysis,Data visualization,Excel,Genetics","Flex hours,Health care,Insurance,Parental leave,Startup environment",39000.0,In location,Georgia,Data Analyst
Enpal GmbH,(Senior) Business Intelligence Analyst SCM (f/m/x),Full Time,Senior-level,"AWS,Azure,BigQuery,Business Intelligence,Data analysis,Data quality","Home office stipend,Startup environment,Team events,Yoga",62000.0,In location,Germany,Data Analyst
Enpal GmbH,Business Intelligence Analyst (m/f/d),Full Time,Entry-level,"Business Intelligence,Excel",Not specified,39000.0,In location,Italy,Business Intelligence
Averna,Vision Engineer,Full Time,Senior-level,"Architecture,Deep Learning,Engineering,Industrial,OpenCV,Python","Career development,Equity,Health care,Insurance,Team events",62000.0,In location,Poland,"VISION ENGINEER ARCHITECTURE,DEEP LEARNING,ENGINEERING,INDUSTRIAL,OPENCV,PYTHON"
Adyen,"DataOps Engineer, Streaming",Full Time,Senior-level,"Ansible,Cassandra,DataOps,ELK,Engineering,Git","Flex vacation,Relocation support,Team events",62000.0,In location,Netherlands,"DATAOPS ENGINEER, STREAMING ANSIBLE,CASSANDRA,DATAOPS,ELK,ENGINEERING,GIT"
iTechScope,Senior Data Scientist / NLP Engineer,Full Time,Mid-level,"Agile,APIs,Chatbots,Classification,Computer Science,Deep Learning","Career development,Competitive pay,Health care,Salary bonus",55000.0,In location,Greece,Data Science
"Fyusion, Inc.",Data Analyst,Full Time,Executive-level,"BigQuery,Computer Science,Computer Vision,Data analysis,Data Analytics,Data Studio","Career development,Competitive pay,Health care,Unlimited paid time off",75000.0,Remote,United States,Data Analyst
Amazon.com,"Business Intelligence Engineer, Subscribe and Save",Full Time,Senior-level,"AWS,Business Intelligence,CX,Data Mining,Data visualization,Data warehouse","Career development,Equity",79000.0,In location,United States,Business Intelligence
Talan,Sr Data Engineer avec Francaise,Full Time,Senior-level,"APIs,Athena,AWS,Big Data,Blockchain,DataOps",Not specified,115000.0,In location,Spain,Big Data
Monzo,"Data Analyst, Borrowing",Full Time,Senior-level,"AWS,Banking,BigQuery,Data quality,Data warehouse,GCP","Career development,Conferences,Equity,Flex hours,Flex vacation",70400.0,In location,United Kingdom,Data Analyst
ATB Financial,"Data Developer, Client Experience Metrics",Full Time,Not specified,"Architecture,Banking,Computer Science,CX,Distributed Systems,Engineering","Career development,Flex vacation,Startup environment,Team events",56000.0,Remote,Canada,"DATA DEVELOPER, CLIENT EXPERIENCE METRICS ARCHITECTURE,BANKING,COMPUTER SCIENCE,CX,DISTRIBUTED SYSTEMS,ENGINEERING"
Tesco Bengaluru,Applied Data Scientist,Full Time,Senior-level,"Big Data,CX,Engineering,Excel,Finance,GitHub","Competitive pay,Team events",50000.0,In location,India,Data Science
Sustainment,Manufacturing Data Scientist,Full Time,Senior-level,"Agile,CAD,Computer Science,Computer Vision,Engineering,Machine Learning","Career development,Health care",129000.0,In location,United States,Data Science
Sertis,Data Science Tech Lead,Full Time,Senior-level,"Banking,Computer Vision,Mathematics,Model deployment,Research","Career development,Flex hours,Startup environment,Team events",55000.0,In location,Thailand,Data Science
ORFIUM,Senior BI Analyst (HYBRID),Full Time,Mid-level,"Airflow,Business Intelligence,Computer Science,ELT,Finance,KPIs","Career development,Competitive pay,Equity,Flex vacation,Health care",48000.0,In location,Greece,Business Intelligence
Locus Robotics,Big Data Engineer,Full Time,Senior-level,"Agile,AWS,Azure,Big Data,Computer Science,Databricks",Not specified,30000.0,In location,United States,Big Data
Sertis,Senior Quantitative Researcher (AI Asset Mgmt Team),Full Time,Senior-level,"AWS,Deep Learning,Finance,Git,Machine Learning,Mathematics","Career development,Startup environment",55000.0,In location,Thailand,Artificial Intelligence
ARCHIMED,SQL Server BI Developer,Full Time,Mid-level,"Agile,Data management,Excel,Power BI,Python,R","401(k) matching,Career development,Competitive pay,Health care,Startup environment",56000.0,In location,United States,"SQL SERVER BI DEVELOPER AGILE,DATA MANAGEMENT,EXCEL,POWER BI,PYTHON,R"
Block,"Senior Data Analyst, Credit Policy",Full Time,Senior-level,"Banking,Blockchain,Credit risk,Crypto,CX,Data analysis","Career development,Competitive pay,Equity,Health care,Insurance",110000.0,In location,United States,Data Analyst
DoorDash,"Data Analyst, Quality Assurance",Full Time,Senior-level,"Big Data,Business Intelligence,CX,Data analysis,Data Mining,ETL","401(k) matching,Equity,Insurance,Parental leave,Wellness",72000.0,In location,United States,Big Data
ORFIUM,Business Intelligence Analyst (HYBRID),Full Time,Mid-level,"Airflow,AWS,Big Data,Business Intelligence,Computer Science,Data analysis","Career development,Equity,Flex vacation,Health care,Insurance",51000.0,In location,Greece,Big Data
Novetta,Research Scientist,Full Time,Senior-level,"AWS,Computer Science,Computer Vision,Deep Learning,Engineering,Machine Learning","Career development,Salary bonus,Startup environment",90000.0,In location,United States,Machine Learning
OZ,"Project Manager, Data Analytics & AI",Full Time,Mid-level,"Agile,AWS,Azure,Computer Science,Data Analytics","401(k) matching,Health care,Medical leave,Parental leave",56000.0,In location,United States,Artificial Intelligence
Publicis Groupe,Senior Data Analyst (Remote),Full Time,Senior-level,"Consulting,Data analysis,Economics,Excel,Mathematics,PhD","Career development,Competitive pay,Health care",92000.0,In location,United States,Data Analyst
Zoox,Senior Stability Analytics Engineer,Full Time,Senior-level,"Airflow,Autonomous Driving,Data analysis,Data pipelines,Engineering,Looker","Career development,Equity,Health care,Insurance,Salary bonus",205000.0,In location,United States,Data Analyst
Govini,Data Scientist,Full Time,Mid-level,"Agile,AWS,BERT,Big Data,Computer Science,Data analysis","Career development,Startup environment",55000.0,In location,United States,Data Science
Motional,Data Pipeline Engineer,Full Time,Senior-level,"Ansible,Architecture,AWS,Computer Science,Data pipelines,Distributed Systems","401(k) matching,Career development,Equity,Health care,Salary bonus",113000.0,In location,United States,"DATA PIPELINE ENGINEER ANSIBLE,ARCHITECTURE,AWS,COMPUTER SCIENCE,DATA PIPELINES,DISTRIBUTED SYSTEMS"
Via,Senior Data Infrastructure Engineer,Full Time,Senior-level,"Airflow,Architecture,Big Data,BigQuery,Computer Science,Databricks",Not specified,55000.0,In location,Israel,Big Data
Sertis,Quant Researcher (AI Asset Mgmt Team),Full Time,Not specified,"Data analysis,Deep Learning,Finance,Git,Machine Learning,Mathematics","Career development,Startup environment",50000.0,In location,Thailand,Artificial Intelligence
Lightning AI,Staff Developer Advocate - AI & Machine Learning,Full Time,Senior-level,"Computer Vision,Content creation,Engineering,Machine Learning,NLP,Open Source","Career development,Competitive pay,Conferences,Equity,Fertility benefits",127000.0,In location,United States,Artificial Intelligence
Amazon.com,"Principal Applied Scientist, Amazon Search",Full Time,Senior-level,"Computer Science,Deep Learning,Engineering,LLMs,Machine Learning,Mathematics","Career development,Conferences,Equity,Startup environment",159000.0,In location,United States,Machine Learning
FE fundinfo,Data Engineer,Full Time,Entry-level,"Azure,Data quality,Finance,Git,Machine Learning,MS SQL","Career development,Competitive pay,Team events",59000.0,In location,United Kingdom,Data Engineer
Sertis,Data Analyst - Business Insights,Full Time,Senior-level,"Banking,Computer Vision,Consulting,Excel,Market research,Research","Career development,Flex hours,Startup environment,Team events",92000.0,In location,Thailand,Data Analyst
Celonis,Staff Software Engineer - SAP Data Integration,Full Time,Senior-level,"CI/CD,Computer Science,CX,Microservices,OOP,Pipelines","Career development,Equity,Startup environment,Team events",62000.0,In location,Germany,"STAFF SOFTWARE ENGINEER - SAP DATA INTEGRATION CI/CD,COMPUTER SCIENCE,CX,MICROSERVICES,OOP,PIPELINES"
StubHub,GCS Business Intelligence Analyst,Full Time,Entry-level,"Business Intelligence,CX,Data analysis,Economics,KPIs,Power BI","Competitive pay,Equity,Health care,Parental leave,Team events",125000.0,In location,United States,Data Analyst
Aimpoint Digital,Senior Data Engineer,Full Time,Senior-level,"AWS,Azure,BigQuery,CI/CD,Computer Science,Consulting",Not specified,115000.0,Remote,Georgia,Data Engineer
Getty Images,Senior Machine Learning Engineer (15617) Remote- Canada,Full Time,Senior-level,"APIs,AWS,BERT,CI/CD,Computer Vision,Distributed Systems","Health care,Medical leave,Team events",131000.0,In location,Canada,Machine Learning
SMART Technologies,Business Intelligence Analyst (D363),Full Time,Senior-level,"Azure,Business Intelligence,Data governance,Data quality,DevOps,Mathematics",Career development,69000.0,In location,Canada,Business Intelligence
