Company,Job Title,Job Type,Experience level,Company_requirement,Facilities,Salary (USD),Job Format,country,Domain
CI&T,"[Job-10530] Senior Data Developer, Brazil",Full Time,Senior-level,"AWS,Big Data,ETL,GCP,Google Cloud,PySpark",Not specified,55000.0,In location,Brazil,Big Data
Matroid,Deep Learning Field Engineer,Full Time,Senior-level,"Computer Science,Computer Vision,Consulting,Deep Learning,Engineering,Industrial","Career development,Competitive pay,Fitness / gym,Flex hours,Health care",69000.0,In location,United States,"DEEP LEARNING FIELD ENGINEER COMPUTER SCIENCE,COMPUTER VISION,CONSULTING,DEEP LEARNING,ENGINEERING,INDUSTRIAL"
HolonIQ,Data Analyst - Spanish Speaker,Full Time,Mid-level,"Data management,Market research,Research,Security","Equity,Startup environment",65000.0,In location,Sri Lanka,Data Analyst
insightsoftware,Data Engineer II,Full Time,Senior-level,"Agile,Architecture,AWS,Azure,Business Intelligence,Data analysis",Not specified,115000.0,In location,United States,Data Engineer
Capco,Data stage ETL,Full Time,Senior-level,"Agile,Banking,Data Warehousing,ETL,Finance,SQL",Career development,55000.0,In location,India,"DATA STAGE ETL AGILE,BANKING,DATA WAREHOUSING,ETL,FINANCE,SQL"
Block,"Software Engineer, Data Streaming Platform",Full Time,Entry-level,"Airflow,AWS,Banking,Blockchain,Crypto,CX","Career development,Equity,Health care,Insurance,Parental leave",129000.0,In location,Georgia,"SOFTWARE ENGINEER, DATA STREAMING PLATFORM AIRFLOW,AWS,BANKING,BLOCKCHAIN,CRYPTO,CX"
Sertis,Data Analyst Tech Lead,Full Time,Senior-level,"Consulting,Excel,Market research,OKR,Research,SQL","Career development,Flex hours,Startup environment",92000.0,In location,Thailand,Data Analyst
Coupang,[??] ????? ??? (Data Specialist / ???),Full Time,Senior-level,"E-commerce,Privacy,SQL",Not specified,70000.0,In location,Not exists,"[??] ????? ??? (DATA SPECIALIST / ???) E-COMMERCE,PRIVACY,SQL,,,"
Publicis Groupe,"Manager, Business Intelligence",Full Time,Not specified,"Business Intelligence,Consulting,Data analysis,Data visualization,Excel,Power BI","Career development,Health care,Startup environment,Wellness",81000.0,In location,United States,Data Analyst
Wise,Knowledge Management Data Specialist,Full Time,Entry-level,"Data analysis,Excel,Jira,KPIs,Looker,LookML","Career development,Flex hours,Home office stipend,Paid sabbatical,Parental leave",70000.0,In location,Estonia,Data Analyst
Loblaw Digital,"Machine Learning Engineer, Fulfillment / Supply Chain",Full Time,Senior-level,"Airflow,AWS,Azure,Computer Science,E-commerce,Engineering",Equity,131000.0,In location,Canada,Machine Learning
Freeform,Senior Software Engineer (Data Pipeline),Full Time,Senior-level,"Big Data,CI/CD,Computer Science,Computer Vision,Data pipelines,Data Warehousing","Career development,Equity,Flex hours,Flex vacation,Health care",100000.0,In location,United States,Big Data
Paytm,Data Engineer - Technical Lead,Full Time,Senior-level,"Architecture,AWS,Big Data,Cassandra,Engineering,Flink","Career development,Team events",115000.0,In location,India,Big Data
Believe,Senior Data engineer (H/F),Full Time,Senior-level,"Agile,Airflow,APIs,AWS,Databricks,Data pipelines",Not specified,115000.0,In location,France,Data Engineer
Publicis Groupe,"Analyst, Business Intelligence",Full Time,Entry-level,"Business Intelligence,Consulting,Economics,Excel,Finance,Research","Startup environment,Wellness",44000.0,In location,United States,Business Intelligence
Brightspeed,"IT Manager, Advanced Business Intelligence",Full Time,Senior-level,"Agile,Architecture,Big Data,Business Intelligence,Computer Science,CX","Career development,Competitive pay,Equity,Health care,Startup environment",69000.0,In location,United States,Big Data
Checkout.com,Revenue Operations Data Analyst,Full Time,Senior-level,"Excel,Finance,Mathematics,Statistics",Flex hours,92000.0,In location,United Kingdom,Data Analyst
Sia Partners,Data Science Manager,Full Time,Entry-level,"Banking,Big Data,Computer Science,Consulting,Consulting firm,Deep Learning","Career development,Competitive pay,Flex hours,Health care,Salary bonus",144000.0,In location,United Kingdom,Data Science
Cleo AI Ltd,Engineering Manager - Core ML & Chatbot,Full Time,Executive-level,"Architecture,Chatbots,Core ML,Engineering,Machine Learning,OpenAI","401(k) matching,Career development,Competitive pay,Equity,Flex hours",66000.0,In location,United Kingdom,Machine Learning
ZFX,Data Engineer (CRYPTO),Full Time,Mid-level,"Athena,AWS,Big Data,CI/CD,Crypto,Data Analytics",Not specified,73000.0,In location,Netherlands,Big Data
Aledade,Associate Data Analyst (Permanent Remote),Full Time,Mid-level,"Business Analytics,Business Intelligence,Excel,Privacy,Python,R","401(k) matching,Equity,Flex hours,Flex vacation,Health care",65000.0,In location,United States,Data Analyst
Flexport,"Economist, Pricing and Causal Inference",Full Time,Not specified,"Causal inference,Data Analytics,Data pipelines,Econometrics,Economics,Machine Learning","Career development,Equity,Health care,Salary bonus",167000.0,In location,United States,Data Analyst
IXL Learning,Customer Data Specialist,Full Time,Senior-level,"Data Analytics,Engineering,Excel,Mathematics,Python,R","Career development,Startup environment",70000.0,In location,United States,Data Analyst
Wayfair Inc.,"Senior Manager, Personalization Machine Learning Science",Full Time,Senior-level,"BigQuery,Computer Science,CX,Data analysis,Deep Learning,Engineering",Career development,62000.0,Remote,United States,Data Analyst
Verisk,Senior Research Analyst- Corporate Research Team,Full Time,Senior-level,"Consulting,Data analysis,Economics,Engineering,Excel,Finance",Competitive pay,69000.0,In location,United States,Data Analyst
Netcetera,"Summer Machine Learning Engineer Internship (Skopje, Bitola, Ohrid)",Internship,Entry-level,"Computer Science,Computer Vision,Data analysis,Deep Learning,Excel,Machine Learning","Career development,Flex hours,Flex vacation,Startup environment,Team events",0.0,In location,North Macedonia,Data Analyst
IMT,Assistant/Associate Professor in Embedded Artificial Intelligence  at Télécom Paris - CDI,Full Time,Entry-level,"Architecture,Circuit Design,Engineering,Industrial,Machine Learning,PhD",Career development,39000.0,In location,France,Artificial Intelligence
Diligent Corporation,Senior Data Scientist,Full Time,Senior-level,"APIs,Architecture,AWS,Data analysis,Data Mining,Django","Career development,Flex hours,Flex vacation,Health care,Wellness",129000.0,In location,Hungary,Data Science
carsales,Senior Vehicle Data Analyst,Full Time,Senior-level,"APIs,Data analysis,Finance,PostgreSQL,Power BI,Python","Career development,Flex hours,Flex vacation,Insurance,Parental leave",92000.0,In location,Australia,Data Analyst
KPMG Australia,Consultant | Data Analyst | KPMG Futures,Full Time,Entry-level,"Azure,Computer Science,Data quality,Data visualization,Engineering,Machine Learning","Career development,Flex hours,Parental leave,Startup environment",48000.0,In location,Australia,Data Analyst
Evolution,Software Developer in Data Science Team,Full Time,Senior-level,"Agile,AWS,Big Data,Classification,Clustering,Computer Science","Career development,Competitive pay,Health care,Startup environment",39960.0,In location,Latvia,Data Science
PostEra,DataOps Engineer,Full Time,Senior-level,"Airflow,Architecture,AWS,Chemistry,DataOps,Data pipelines","Equity,Salary bonus,Startup environment",62000.0,Remote,United States,"DATAOPS ENGINEER AIRFLOW,ARCHITECTURE,AWS,CHEMISTRY,DATAOPS,DATA PIPELINES"
Lamini,Machine Learning Systems Engineer,Full Time,Senior-level,"Agile,Architecture,Computer Science,CUDA,cuDNN,Deep Learning",Not specified,69000.0,In location,United States,Machine Learning
Sutherland,Software Engineer - C++ Qt QML Development,Full Time,Senior-level,"Agile,Architecture,Computer Science,Engineering,Linux,Perl",Career development,55000.0,In location,India,"SOFTWARE ENGINEER - C++ QT QML DEVELOPMENT AGILE,ARCHITECTURE,COMPUTER SCIENCE,ENGINEERING,LINUX,PERL"
Teramind,Machine Learning Engineer,Full Time,Mid-level,"CI/CD,Computer Science,Engineering,ETL,Machine Learning,Mathematics","Career development,Competitive pay,Flex hours,Flex vacation",74000.0,Remote,Canada,Machine Learning
Energy Aspects Ltd,Data Engineer - Kolkata,Full Time,Mid-level,"Airflow,Anaconda,AWS,Data governance,Data pipelines,Data visualization","Equity,Fitness / gym,Health care,Insurance,Startup environment",73000.0,In location,India,Data Engineer
C3.ai,AI Solution Manager/Senior AI Solution Manager,Full Time,Senior-level,"Architecture,Big Data,Computer Science,Consulting,Data Analytics,Economics","Career development,Competitive pay",62000.0,In location,United Kingdom,Artificial Intelligence
Tubi,Senior Data Scientist,Full Time,Senior-level,"A/B testing,Engineering,Python,R,Scala,SQL","Career development,Flex hours,Flex vacation,Health care,Insurance",146000.0,Remote,United States,Data Science
NielsenIQ,"BI Analyst  Based in Parsippany-Troy Hills, NJ",Full Time,Entry-level,"Business Intelligence,Excel,Finance,Genetics",Career development,48000.0,In location,Jersey,Business Intelligence
Block,Data Scientist - Fraud Risk,Full Time,Senior-level,"Banking,Blockchain,Crypto,Data pipelines,Engineering,Fraud risk","Career development,Flex vacation",129000.0,In location,Mexico,Data Science
Bosch Group,Machine learning trainee,Full Time,Entry-level,"Computer Vision,Data management,Engineering,Industrial,Machine Learning,Mathematics",Career development,0.0,In location,Hungary,Machine Learning
"Flagship Pioneering, Inc.","Scientist/Sr. Scientist, Computational Biology",Full Time,Senior-level,"Biology,Data analysis,Data pipelines,Engineering,Genetics,Industrial","Flex hours,Startup environment",62000.0,In location,United Kingdom,Data Analyst
Guidewire Software,"Senior Data Analyst, Business Insights - US, Remote",Full Time,Senior-level,"AWS,Data quality,Git,Julia,Python,R",Not specified,92000.0,Remote,United States,Data Analyst
"Riot Games, Inc.",Insight Analyst II,Full Time,Senior-level,"Business Intelligence,Data Analytics,Economics,KPIs,Mathematics,SQL","Health care,Insurance,Parental leave,Relocation support",55000.0,In location,Singapore,Data Analyst
Bosch Group,IN BGSW SystemTester Autonomoriving EXM 2023 (Cloe),Full Time,Senior-level,"Agile,Bitbucket,Computer Science,Engineering,Jira,Kanban",Not specified,55000.0,In location,India,"IN BGSW SYSTEMTESTER AUTONOMORIVING EXM 2023 (CLOE) AGILE,BITBUCKET,COMPUTER SCIENCE,ENGINEERING,JIRA,KANBAN"
LoopMe,Senior Machine Learning Engineer / Senior Python Developer,Full Time,Mid-level,"Agile,Airflow,Computer Science,Docker,Elasticsearch,Engineering","Career development,Competitive pay,Equity,Flex hours,Parental leave",74000.0,In location,Poland,Machine Learning
Believe,Data Specialist,Full Time,Not specified,"AWS,Big Data,Business Intelligence,Databricks,Data management,Oracle",Transparency,70000.0,In location,France,Big Data
DAZN,Data Analyst - CRM,Full Time,Entry-level,"BigQuery,Looker,Snowflake,SQL,Streaming,Tableau","Flex hours,Team events",48000.0,In location,India,Data Analyst
Open,"Junior, Intermediate or Senior Data Analyst",Full Time,Entry-level,"Business Intelligence,Computer Science,Engineering,Excel,FinTech,Mathematics","Career development,Competitive pay,Equity,Fitness / gym,Flex hours",48000.0,In location,Australia,Data Analyst
3Cloud,QA Data Engineer,Full Time,Not specified,"Agile,Azure,Computer Science,Databricks,ETL,JavaScript","Competitive pay,Flex hours,Flex vacation,Salary bonus",96000.0,Remote,Remote Worldwide,Data Engineer
EquipmentShare,Financial Data Analyst,Full Time,Entry-level,"Computer Science,Data analysis,Economics,Excel,Finance,Mathematics","401(k) matching,Career development,Competitive pay,Conferences,Fitness / gym",39000.0,Remote,United States,Data Analyst
Docugami,ML Engineer,Full Time,Senior-level,"Computer Science,Engineering,Machine Learning,ML models,NLP,Python","Competitive pay,Equity,Startup environment,Team events",131000.0,In location,United States,Machine Learning
Surprise.com,Data Scientist,Full Time,Senior-level,"A/B testing,Agile,CI/CD,Computer Science,Data visualization,Docker","Career development,Competitive pay,Equity,Health care,Startup environment",129000.0,Remote,Remote Worldwide,Data Science
Springboard Collaborative,Head of Business Intelligence,Full Time,Executive-level,"Business Intelligence,Data quality,Data strategy,Finance,KPIs","Career development,Competitive pay,Conferences,Equity,Flex vacation",0.0,Remote,United States,Business Intelligence
Skydio,Autonomy Software Engineer - Flight Core,Full Time,Senior-level,"Computer Vision,Deep Learning,Drones,Engineering,Python,React",Insurance,0.0,In location,United States,"AUTONOMY SOFTWARE ENGINEER - FLIGHT CORE COMPUTER VISION,DEEP LEARNING,DRONES,ENGINEERING,PYTHON,REACT"
Instacart,Data Operations Manager,Full Time,Senior-level,"Agile,Architecture,AWS,Azure,BigQuery,Data Analytics","Competitive pay,Equity,Flex hours,Team events",129000.0,Remote,United States,Data Analyst
PSI CRO,Senior/Lead Data Manager,Full Time,Senior-level,"Biology,Data management,Oracle,Research,Testing",Career development,77000.0,In location,United Kingdom,"SENIOR/LEAD DATA MANAGER BIOLOGY,DATA MANAGEMENT,ORACLE,RESEARCH,TESTING,"
DoorDash,Business Intelligence Engineer,Full Time,Senior-level,"APIs,Architecture,Business Intelligence,D3,Data Analytics,Databricks","401(k) matching,Career development,Equity,Health care,Insurance",142000.0,In location,United States,Data Analyst
Bitquery,Data Quality Analyst/ Test Analyst,Full Time,Mid-level,"Agile,APIs,Big Data,Blockchain,Data quality,Data Warehousing","Flat hierarchy,Flex hours,Startup environment",40000.0,Remote,India,Big Data
Tesco Technology,Machine Learning Engineer,Full Time,Senior-level,"Architecture,Azure,Computer Vision,E-commerce,Engineering,Git","Career development,Gear,Home office stipend,Relocation support,Signing bonus",131000.0,In location,Poland,Machine Learning
Publicis Groupe,Data Architect,Full Time,Senior-level,"Agile,APIs,Excel,GitHub,JSON,MS SQL",Not specified,135000.0,In location,Colombia,"DATA ARCHITECT AGILE,APIS,EXCEL,GITHUB,JSON,MS SQL"
Neo Financial,Senior Data Analytics Developer,Full Time,Mid-level,"Airflow,Architecture,AWS,Azure,Business Intelligence,CI/CD","Career development,Startup environment,Team events",56000.0,In location,Canada,Data Analyst
AVIV Group,Data Science Manager (m/f/d),Full Time,Senior-level,"Computer Science,Data analysis,Data pipelines,Engineering,Machine Learning,Mathematics",Career development,144000.0,In location,Germany,Data Science
Vyro,Senior Machine Learning Engineer,Full Time,Senior-level,"AI art,Computer Science,Computer Vision,Content creation,Deep Learning,Engineering",Not specified,131000.0,In location,Pakistan,Artificial Intelligence
Moneyfarm,Lead Data Engineer,Full Time,Not specified,"Architecture,AWS,Azure,BigQuery,Computer Science,Data pipelines","Career development,Flex hours,Team events",103000.0,In location,Italy,Data Engineer
Standard AI,"Senior Data Engineer, Analytics",Full Time,Senior-level,"Airflow,APIs,Architecture,BigQuery,CI/CD,Computer Vision","Competitive pay,Equity,Fertility benefits,Flex hours,Flex vacation",165000.0,Remote,United States,Data Engineer
Dropbox,"Senior Data Engineer, New Initiatives",Full Time,Senior-level,"Architecture,Big Data,Computer Science,Data quality,Data warehouse,Engineering",Startup environment,115000.0,Remote,Canada,Big Data
Lyra Health,Data Scientist - Product (U.S. only),Full Time,Not specified,"APIs,Data analysis,Econometrics,Engineering,JSON,Pipelines",Not specified,92000.0,Remote,United States,Data Science
Appier,Data Analyst (Intern),Internship,Entry-level,"Data analysis,Excel,Machine Learning,Python,R,R&D",Not specified,0.0,In location,Not exists,Data Analyst
Shippeo,Senior Data Engineer,Full Time,Senior-level,"Airflow,Architecture,BigQuery,CI/CD,Computer Science,Data pipelines",Not specified,115000.0,In location,France,Data Engineer
M-KOPA,Data Operations Analyst,Full Time,Not specified,"DataOps,Data quality,Excel,FinTech,KPIs,Looker","Career development,Health care,Home office stipend",39000.0,In location,Kenya,"DATA OPERATIONS ANALYST DATAOPS,DATA QUALITY,EXCEL,FINTECH,KPIS,LOOKER"
Extreme Networks,Senior Machine Learning Engineer,Full Time,Senior-level,"Classification,Computer Science,Deep Learning,Engineering,Machine Learning,ML models","Career development,Startup environment",131000.0,In location,Canada,Machine Learning
Sportradar,BI Analyst,Full Time,Entry-level,"Athena,Business Intelligence,Data Analytics,Data management,Excel,Power BI",Not specified,48000.0,In location,Gibraltar,Data Analyst
NielsenIQ,Associate Data Analytics Manager(CPG),Full Time,Mid-level,"Business Intelligence,CX,Data analysis,Data Analytics,Genetics,Power BI","Flex hours,Startup environment",120000.0,In location,United States,Data Analyst
Angi,Senior Data Scientist,Full Time,Senior-level,"Big Data,Data Mining,Machine Learning,Mathematics,ML models,PhD","401(k) matching,Career development,Competitive pay,Equity,Flex vacation",0.0,In location,United States,Data Science
Chainalysis,Staff Product Data Analyst,Full Time,Senior-level,"A/B testing,Airflow,Architecture,AWS,Banking,Blockchain","Career development,Flex vacation,Startup environment",92000.0,In location,Canada,Data Analyst
Northbeam,Data Scientist,Full Time,Mid-level,"E-commerce,Engineering,JAX,Machine Learning,PhD,Privacy","Career development,Equity,Health care",60000.0,Remote,United States,Data Science
Publicis Groupe,Senior Manager Data Engineering - Houston (in office 2 days per week),Full Time,Senior-level,"Agile,Ansible,Architecture,Azure,CI/CD,Computer Science","Flex hours,Flex vacation,Parental leave,Startup environment",129000.0,In location,United States,Data Science
LivePerson,Database Engineer(Elasticsearch/ OpenSearch),Full Time,Senior-level,"Ansible,Architecture,CI/CD,DevOps,Docker,Elasticsearch","Career development,Health care,Medical leave,Startup environment",49000.0,Remote,India,"DATABASE ENGINEER(ELASTICSEARCH/ OPENSEARCH) ANSIBLE,ARCHITECTURE,CI/CD,DEVOPS,DOCKER,ELASTICSEARCH"
Teramind,Data Scientist,Full Time,Mid-level,"Biology,Computer Science,Data analysis,Deep Learning,Engineering,Machine Learning","Career development,Competitive pay,Flex hours,Flex vacation",60000.0,Remote,Canada,Data Science
Facet,Software Engineer - Machine Learning,Full Time,Senior-level,"Classification,Computer Vision,Deep Learning,Engineering,Generative modeling,Machine Learning","Career development,Competitive pay,Equity,Flex hours,Flex vacation",62000.0,In location,United States,Machine Learning
Palo Alto Networks,Principal Machine Learning Engineer,Full Time,Senior-level,"Computer Science,Data Analytics,Deep Learning,Engineering,LLMs,Machine Learning","Career development,Health care,Medical leave,Salary bonus",166000.0,In location,United States,Data Analyst
Inmarsat,Senior Data Engineer,Full Time,Senior-level,"Airflow,Data management,Data pipelines,Data quality,Distributed Systems,Docker",Flex hours,115000.0,In location,United Kingdom,Data Engineer
"8x8, Inc.",BI Development Lead - India,Full Time,Senior-level,"Agile,Business Intelligence,Computer Science,CX,Data governance,Data warehouse","Career development,Transparency",55000.0,In location,India,Business Intelligence
Visa,"Sr Business Analyst, Reporting & Data Analytics - (Workforce Planning) (Hybrid/Onsite)",Full Time,Senior-level,"Computer Science,Data Analytics,Economics,Excel,Finance,PhD","Equity,Health care,Insurance,Relocation support,Salary bonus",69000.0,In location,United States,Data Analyst
Neo Financial,Senior Data Engineering Developer,Full Time,Mid-level,"Airflow,Architecture,AWS,Azure,CI/CD,Databricks","Career development,Startup environment,Team events",73000.0,In location,Canada,Data Science
Believe,Data Engineer (H/F),Full Time,Entry-level,"Agile,Airflow,APIs,AWS,Databricks,Data pipelines",Not specified,59000.0,In location,France,Data Engineer
Standard Bank Group,"Manager, Internal Audit - Lending Products, Credit and Models (CHNW)",Full Time,Entry-level,"Credit risk,Mathematics,Statistics,Testing","Career development,Startup environment",30000.0,In location,South Africa,"MANAGER, INTERNAL AUDIT - LENDING PRODUCTS, CREDIT AND MODELS (CHNW) CREDIT RISK,MATHEMATICS,STATISTICS,TESTING,,"
Deezer,Data Engineer Apprentice - Data Platform m/f/d,Full Time,Entry-level,"Big Data,DataOps,Python,Scala,SQL,Streaming","Career development,Startup environment",0.0,In location,France,Big Data
Publicis Groupe,"Manager, Data Science",Full Time,Executive-level,"Bayesian,Big Data,Data Analytics,Data management,Data Mining,DataRobot","Health care,Startup environment",81000.0,In location,United States,Data Science
Oportun,Sr. Data Scientist - ADS,Full Time,Senior-level,"Agile,AWS,Banking,Big Data,Computer Science,CX","Career development,Startup environment,Team events",90000.0,Remote,United States,Data Science
Publicis Groupe,"Associate Director, Data Engineering",Full Time,Mid-level,"AWS,Azure,Computer Science,Data management,Data pipelines,Data visualization","Health care,Startup environment",106000.0,In location,United States,Data Science
Cowbell,Staff Data Engineer (Data Acquisition),Full Time,Senior-level,"APIs,Architecture,AWS,Azure,Big Data,Computer Science","Career development,Flex hours,Flex vacation,Health care,Insurance",115000.0,In location,India,Big Data
HolonIQ,Data Analyst - Chinese Speaker,Full Time,Mid-level,"Data management,Market research,Research,Security","Equity,Startup environment",65000.0,In location,Sri Lanka,Data Analyst
SGS,Senior HR Systems & Data Analyst,Full Time,Senior-level,"Data Analytics,Data management,Excel,Genetics,Power BI,Privacy","Health care,Medical leave",75000.0,In location,United States,Data Analyst
Experfy Inc,Data Warehouse BI Developer Lead,Full Time,Mid-level,"AWS,Azure,Big Data,Computer Science,Data analysis,Data visualization",Team events,56000.0,In location,United States,Big Data
RVO Health,Data Analyst 2 - Optum,Full Time,Senior-level,"Big Data,Data visualization,Power BI,Privacy,SQL","401(k) matching,Career development,Competitive pay,Flex hours,Flex vacation",75000.0,Remote,United States,Big Data
Simple Machines,Senior Data Engineer - Driven data platforms,Full Time,Mid-level,"Athena,Avro,AWS,Azure,Big Data,BigQuery","Career development,Conferences,Flex hours,Parental leave",73000.0,In location,Australia,Big Data
Definitive Logic,Senior Data Engineer,Full Time,Senior-level,"Architecture,Consulting,Consulting firm,Data pipelines,Data quality,Data visualization","Career development,Competitive pay,Flex hours,Flex vacation,Health care",115000.0,In location,United States,Data Engineer
Snorkel AI,Senior AI/ML Consultant (Federal),Full Time,Senior-level,"Chatbots,Computer Science,Consulting,Data pipelines,Engineering,Genetics","401(k) matching,Career development,Flex vacation,Health care,Medical leave",110000.0,Remote,United States,Artificial Intelligence
Amazon.com,"Quality Assurance Engineer, Data Center Engineering",Full Time,Not specified,"Architecture,Engineering,Security,SharePoint",Not specified,63000.0,In location,United States,"QUALITY ASSURANCE ENGINEER, DATA CENTER ENGINEERING ARCHITECTURE,ENGINEERING,SECURITY,SHAREPOINT,,"
ABOUT YOU SE & Co. KG,(Senior) Cloud Data Engineer (m/f/d),Full Time,Senior-level,"AWS,Data pipelines,Data warehouse,DevOps,ELT,Engineering","Career development,Flex hours,Snacks / Drinks,Team events",62000.0,In location,Germany,Data Engineer
ABOUT YOU SE & Co. KG,(Senior) Cloud Data Engineer (m/w/d),Full Time,Senior-level,"AWS,Data pipelines,Data warehouse,DevOps,E-commerce,ELT",Team events,62000.0,In location,Germany,Data Engineer
ProducePay,Sr. Data Scientist,Full Time,Mid-level,"A/B testing,Causal inference,Data Mining,Engineering,Machine Learning,MLOps","Career development,Equity,Health care,Home office stipend,Salary bonus",60000.0,Remote,United States,Data Science
Wish,"Staff Software Engineer, Data Storage",Full Time,Senior-level,"Architecture,AWS,Cassandra,Computer Science,Distributed Systems,Docker",Startup environment,163000.0,In location,United States,"STAFF SOFTWARE ENGINEER, DATA STORAGE ARCHITECTURE,AWS,CASSANDRA,COMPUTER SCIENCE,DISTRIBUTED SYSTEMS,DOCKER"
Pleo,Senior Analytics Engineer,Full Time,Senior-level,"Banking,BigQuery,Data analysis,Data quality,Engineering,Finance","Career development,Flex hours,Startup environment,Team events",110000.0,In location,Denmark,Data Analyst
Aledade,"Data Analyst, Medicare Advantage, Remote",Full Time,Not specified,"Data quality,Finance,Privacy,Research,SQL","401(k) matching,Equity,Flex hours,Flex vacation,Health care",80000.0,In location,United States,Data Analyst
Brightspeed,Lead Business Intelligence Developer,Full Time,Senior-level,"Agile,BigQuery,Business Intelligence,Computer Science,CX,Economics","Competitive pay,Equity,Health care,Wellness",69000.0,In location,United States,Business Intelligence
Firework,Machine Learning Engineer Intern,Internship,Entry-level,"AWS,Caffe,CI/CD,Computer Science,Databricks,Deep Learning",Career development,0.0,Remote,United States,Machine Learning
Mujin Inc,"Senior Computer Vision Developer (C++, Python)",Full Time,Senior-level,"Computer Science,Computer Vision,Industrial,Machine Learning,Open Source,Python","Career development,Flex hours,Flex vacation,Relocation support",55000.0,In location,Japan,Machine Learning
Procore Technologies,Staff Data Scientist-2,Full Time,Senior-level,"Classification,Engineering,Machine Learning,ML models,Python,Security",Career development,129000.0,In location,Canada,Data Science
Attractions.io,Senior Data Engineer,Full Time,Mid-level,"Agile,APIs,Architecture,Athena,AWS,CI/CD","Competitive pay,Flex hours,Startup environment",73000.0,Remote,Remote Worldwide,Data Engineer
Purple Carrot,Senior Data Analyst - Marketing,Full Time,Senior-level,"BigQuery,Data analysis,Data quality,Engineering,FiveTran,Genetics","Career development,Flex vacation,Health care,Insurance,Unlimited paid time off",92000.0,Remote,United States,Data Analyst
Fannie Mae,Business Intelligence  Data Engineer (Open to Remote),Full Time,Not specified,"Azure,BigQuery,Business Intelligence,Classification,Data visualization,Data warehouse","Career development,Flex hours,Health care,Home office stipend",96000.0,In location,United States,Data Engineer
AETOS,Senior Consultant - Enterprise Business Intelligence and Data Analytics Solution Implementation,Full Time,Senior-level,"Architecture,AWS,Azure,BigQuery,Business Intelligence,Computer Science",Career development,69000.0,In location,United States,Data Analyst
CapTech Consulting,"Lead Data Architect Consultant (AWS, Azure, GCP)",Full Time,Senior-level,"Airflow,Architecture,AWS,Azure,Consulting,Databricks","401(k) matching,Career development,Fertility benefits,Health care,Insurance",135000.0,In location,United States,"LEAD DATA ARCHITECT CONSULTANT (AWS, AZURE, GCP) AIRFLOW,ARCHITECTURE,AWS,AZURE,CONSULTING,DATABRICKS"
Zscaler,Data Scientist Intern,Internship,Entry-level,"Agile,Architecture,AWS,Azure,Classification,Computer Science","Career development,Competitive pay,Equity,Health care,Startup environment",0.0,In location,United States,Data Science
Bosch Group,Data Analyst / Data Scientist eBike Systems (w/m/div.),Full Time,Senior-level,"Big Data,Data Analytics,Machine Learning",Team events,92000.0,In location,Germany,Data Science
RoomRaccoon,Data Engineer,Full Time,Mid-level,"A/B testing,Architecture,Computer Science,Data analysis,Linux,Mathematics","Career development,Equity,Lunch / meals",73000.0,In location,South Africa,Data Engineer
Eurofins,Entry Level Data Scientist,Full Time,Entry-level,"Chemistry,Testing","401(k) matching,Health care,Insurance",44000.0,In location,United States,Data Science
Tul,Insights & Data Specialist (Growth),Full Time,Senior-level,"A/B testing,Excel,Power BI,Python,QlikView,R",Not specified,70000.0,In location,Mexico,"INSIGHTS & DATA SPECIALIST (GROWTH) A/B TESTING,EXCEL,POWER BI,PYTHON,QLIKVIEW,R"
Meritis,Data Scientist (F/H),Full Time,Entry-level,"Agile,DevOps,Engineering,Finance",Not specified,40000.0,In location,France,Data Science
NielsenIQ,Senior Methods and Data Analyst,Full Time,Senior-level,"Azure,Big Data,Business Intelligence,Data analysis,Databricks,Econometrics",Not specified,92000.0,In location,India,Big Data
CCRi,Project Manager: Customer Outreach (Data Science),Full Time,Mid-level,"Agile,AWS,Azure,Computer Vision,Jira,Kanban","401(k) matching,Career development,Flex hours,Flex vacation,Health care",100000.0,In location,United States,Data Science
Wizard,Senior Data Engineer,Full Time,Senior-level,"AWS,Azure,Bitbucket,Cassandra,Computer Science,Databricks","Career development,Competitive pay,Equity,Flex vacation,Health care",193000.0,Remote,United States,Data Engineer
Lynx Analytics,Data Scientist,Full Time,Senior-level,"Computer Science,Data analysis,Data Mining,Data visualization,Economics,Engineering",Startup environment,129000.0,In location,Hungary,Data Science
Verily,Clinical Data Manager/Analyst,Full Time,Not specified,"Computer Science,Data management,Data quality,GCP,Python,R","Competitive pay,Equity,Health care,Salary bonus",109000.0,In location,United States,"CLINICAL DATA MANAGER/ANALYST COMPUTER SCIENCE,DATA MANAGEMENT,DATA QUALITY,GCP,PYTHON,R"
Block,"Senior Machine Learning Engineer, Financial Crimes",Full Time,Senior-level,"Banking,Blockchain,Computer Science,Crypto,Engineering,Finance","Career development,Equity,Health care,Insurance,Parental leave",131000.0,In location,United States,Machine Learning
iwoca,Senior Data Scientist - UK Ops,Full Time,Mid-level,"Bayesian,Engineering,Machine Learning,Matlab,NumPy,Pandas","Career development,Fitness / gym,Flex hours,Flex vacation,Health care",76800.0,In location,United Kingdom,Data Science
Lightspeed Commerce,Data Analyst (Permanent Work from home),Full Time,Senior-level,"Business Intelligence,Data visualization,Excel,Looker,Machine Learning,Power BI","Career development,Competitive pay,Health care,Salary bonus,Unlimited paid time off",92000.0,In location,Philippines,Data Analyst
